listing_id,host_is_superhost,neighbourhood_group_cleansed,accommodates,price,review_scores_rating
1575,0,Manhattan,3,202.00,3
1576,1,Bronx,2,68.00,4.94
1577,0,Manhattan,2,73.00,4.91
1578,1,Manhattan,4,480.00,4.95
1579,0,Brooklyn,2,229.00,4.92
1580,0,Brooklyn,6,599.00,5
1581,0,Manhattan,3,160.00,5
1582,0,Brooklyn,2,80.00,4.22
1583,0,Manhattan,3,150.00,5
1584,0,Manhattan,4,197.00,4.75
1585,0,Brooklyn,1,43.00,4.5
1586,1,Brooklyn,4,349.00,4.98
1587,0,Brooklyn,1,50.00,4.89
1588,0,Manhattan,2,115.00,4.5
1589,0,Manhattan,4,300.00,4.73
1590,1,Brooklyn,2,105.00,4.91
1591,1,Brooklyn,2,138.00,5
1592,1,Manhattan,2,104.00,4.81
1593,0,Manhattan,3,160.00,4
1594,0,Brooklyn,2,123.00,4.71
1595,1,Manhattan,2,160.00,5
1596,0,Manhattan,4,325.00,4.4
1597,0,Manhattan,16,1300.00,4.86
1598,1,Manhattan,3,120.00,4.91
1599,0,Manhattan,2,550.00,5
1600,1,Manhattan,6,2057.00,4.94
1601,0,Brooklyn,2,62.00,4.67
1602,1,Manhattan,2,271.00,4.67
1603,0,Brooklyn,1,70.00,5
1604,0,Manhattan,3,164.00,1
1605,1,Brooklyn,4,220.00,4.99
1606,0,Brooklyn,2,225.00,4.5
1607,1,Brooklyn,2,100.00,4.5
1608,0,Manhattan,3,178.00,5
1609,0,Manhattan,3,202.00,4.5
1610,1,Brooklyn,2,135.00,4.81
1611,1,Manhattan,2,300.00,5
1612,0,Brooklyn,2,194.00,4.88
1613,0,Brooklyn,4,450.00,4.76
1614,1,Brooklyn,6,522.00,5
1615,0,Brooklyn,2,500.00,5
1616,1,Brooklyn,1,85.00,4.86
1617,0,Brooklyn,2,170.00,4.55
1618,0,Manhattan,4,299.00,5
1619,0,Brooklyn,1,75.00,4.69
1620,1,Manhattan,2,153.00,4.78
1621,0,Manhattan,2,68.00,4.8
1622,1,Brooklyn,2,190.00,4.9
1623,1,Brooklyn,4,166.00,5
1624,0,Brooklyn,1,42.00,4.83
1625,0,Brooklyn,2,160.00,4.59
1626,1,Brooklyn,2,250.00,4.56
1627,0,Manhattan,3,164.00,4
1628,0,Manhattan,3,186.00,4.55
1629,0,Brooklyn,2,900.00,4.7
1630,0,Brooklyn,2,70.00,4.85
1631,0,Manhattan,3,173.00,4
1632,1,Manhattan,6,587.00,5
1633,0,Manhattan,6,302.00,5
1634,0,Manhattan,3,197.00,4.5
1635,1,Brooklyn,6,297.00,4.83
1636,0,Brooklyn,4,200.00,5
1637,0,Manhattan,4,480.00,3.5
1638,0,Manhattan,3,160.00,4
1639,1,Manhattan,1,65.00,4.57
1640,1,Brooklyn,5,225.00,4.9
1641,0,Manhattan,2,142.00,4.5
1642,0,Manhattan,2,491.00,4.86
1643,1,Manhattan,1,80.00,4.92
1644,1,Brooklyn,3,184.00,4.89
1645,1,Manhattan,2,146.00,5
1646,0,Manhattan,2,118.00,4.56
1647,0,Manhattan,4,398.00,5
1648,1,Brooklyn,4,135.00,4.81
1649,1,Manhattan,6,880.00,5
1650,0,Manhattan,4,299.00,4
1651,1,Brooklyn,2,173.00,4.63
1652,0,Manhattan,4,255.00,4.86
1653,0,Manhattan,2,100.00,4.65
1654,1,Brooklyn,2,185.00,4.89
1655,0,Brooklyn,1,85.00,5
1656,1,Manhattan,2,235.00,5
1657,0,Manhattan,2,72.00,4.83
1658,0,Manhattan,4,160.00,4.89
1659,0,Manhattan,5,410.00,4.95
1660,0,Manhattan,3,188.00,5
1661,1,Manhattan,2,153.00,4.82
1662,0,Manhattan,2,130.00,4.25
1663,0,Manhattan,3,70.00,4.74
1664,0,Manhattan,3,125.00,4.76
1665,0,Manhattan,3,155.00,5
1666,0,Manhattan,3,200.00,4.5
1667,0,Brooklyn,1,88.00,5
1668,1,Brooklyn,2,160.00,4.98
1669,0,Manhattan,4,532.00,4.74
1670,0,Brooklyn,2,160.00,4.9
1671,1,Manhattan,2,428.00,4.94
1672,0,Manhattan,2,160.00,5
1673,0,Manhattan,5,370.00,4.43
1674,1,Manhattan,1,145.00,4.5
1675,0,Brooklyn,2,350.00,4.67
1676,1,Brooklyn,1,60.00,4.9
1677,0,Manhattan,2,225.00,4.23
1678,1,Queens,2,150.00,4.79
1679,1,Brooklyn,3,195.00,4.9
1680,0,Manhattan,1,99.00,5
1681,1,Manhattan,6,511.00,4.84
1682,0,Manhattan,3,178.00,5
1683,0,Brooklyn,2,249.00,5
1684,1,Brooklyn,2,200.00,4.83
1685,1,Brooklyn,2,93.00,5
1686,0,Manhattan,2,100.00,4.64
1687,1,Brooklyn,2,149.00,4.86
1688,0,Brooklyn,2,60.00,4.56
1689,1,Manhattan,2,104.00,4.96
1690,0,Manhattan,2,230.00,4.59
1691,1,Manhattan,4,190.00,5
1692,0,Manhattan,1,71.00,4.96
1693,0,Manhattan,2,220.00,4.7
1694,0,Brooklyn,5,200.00,4.91
1695,0,Manhattan,3,160.00,5
1696,0,Manhattan,3,165.00,4.5
1697,1,Brooklyn,2,195.00,4.93
1698,0,Manhattan,3,160.00,5
1699,0,Manhattan,3,165.00,5
1700,0,Manhattan,4,255.00,5
1701,0,Brooklyn,4,321.00,4.43
1702,0,Brooklyn,4,176.00,4.85
1703,1,Brooklyn,2,48.00,4.85
1704,0,Brooklyn,1,59.00,4.13
1705,0,Bronx,2,103.00,4.67
1706,0,Queens,2,63.00,4.52
1707,1,Queens,6,200.00,4.9
1708,0,Brooklyn,3,136.00,4.87
1709,0,Manhattan,4,188.00,5
1710,0,Brooklyn,2,130.00,4.62
1711,0,Manhattan,2,120.00,4.61
1712,0,Manhattan,3,255.00,5
1713,1,Manhattan,2,160.00,4.89
1714,0,Manhattan,2,389.00,4.64
1715,0,Manhattan,2,90.00,5
1716,0,Brooklyn,4,106.00,5
1717,0,Manhattan,3,105.00,4.46
1718,0,Brooklyn,2,150.00,5
1719,1,Manhattan,1,142.00,4.86
1720,0,Brooklyn,6,49.00,4.28
1721,0,Manhattan,3,188.00,5
1722,0,Brooklyn,6,420.00,4.93
1723,1,Manhattan,2,215.00,4.78
1724,0,Manhattan,3,196.00,4.83
1725,0,Manhattan,5,390.00,4.86
1726,0,Manhattan,3,164.00,5
1727,0,Manhattan,7,415.00,4.48
1728,1,Brooklyn,1,51.00,4.8
1729,1,Brooklyn,1,89.00,4.83
1730,1,Manhattan,2,101.00,4.78
1731,0,Manhattan,2,105.00,4.42
1732,0,Brooklyn,3,295.00,5
1733,1,Bronx,2,39.00,4.7
1734,0,Manhattan,4,195.00,4.17
1735,0,Brooklyn,7,450.00,4.48
1736,1,Manhattan,4,135.00,4.91
1737,1,Manhattan,2,450.00,5
1738,0,Manhattan,2,210.00,5
1739,0,Manhattan,3,160.00,4.67
1740,0,Manhattan,2,155.00,4.67
1741,1,Brooklyn,1,102.00,4.82
1742,1,Manhattan,2,235.00,5
1743,0,Manhattan,4,225.00,5
1744,1,Manhattan,4,1028.00,4.85
1745,0,Manhattan,1,55.00,4.29
1746,0,Brooklyn,4,245.00,4.9
1747,1,Manhattan,3,160.00,5
1748,0,Manhattan,4,203.00,5
1749,0,Brooklyn,2,320.00,4.84
1750,0,Manhattan,4,71.00,4.57
1751,1,Queens,5,191.00,4.84
1752,0,Brooklyn,1,44.00,4.16
1753,0,Manhattan,2,110.00,4.5
1754,0,Brooklyn,2,350.00,5
1755,0,Brooklyn,6,375.00,4.86
1756,0,Manhattan,4,203.00,4.74
1757,0,Manhattan,2,125.00,5
1758,0,Manhattan,2,488.00,4.53
1759,0,Manhattan,3,150.00,4.64
1760,1,Brooklyn,2,98.00,4.86
1761,1,Brooklyn,1,120.00,4.88
1762,0,Manhattan,4,122.00,4.72
1763,0,Manhattan,3,155.00,4.5
1764,1,Brooklyn,2,86.00,4.71
1765,0,Brooklyn,4,208.00,4.79
1766,0,Manhattan,3,176.00,5
1767,1,Manhattan,1,180.00,4.8
1768,1,Brooklyn,2,339.00,5
1769,0,Brooklyn,4,375.00,5
1770,1,Brooklyn,2,220.00,4.9
1771,0,Queens,2,300.00,5
1772,1,Brooklyn,2,110.00,5
1773,0,Brooklyn,1,50.00,4.81
1774,1,Manhattan,2,1164.00,4.96
1775,0,Brooklyn,2,94.00,4.54
1776,0,Brooklyn,4,290.00,5
1777,1,Manhattan,4,347.00,5
1778,1,Manhattan,2,225.00,4.95
1779,0,Manhattan,4,196.00,4.75
1780,0,Manhattan,16,3300.00,5
1781,1,Manhattan,4,145.00,5
1782,1,Manhattan,2,239.00,4.73
1783,1,Manhattan,6,250.00,5
1784,1,Brooklyn,2,133.00,4.86
1785,0,Manhattan,4,429.00,5
1786,0,Manhattan,3,215.00,4.44
1787,0,Brooklyn,2,133.00,4.93
1788,0,Manhattan,6,289.00,4.8
1789,1,Brooklyn,3,210.00,4.89
1790,0,Manhattan,6,235.00,3
1791,1,Manhattan,2,180.00,5
1792,0,Brooklyn,2,175.00,5
1793,0,Brooklyn,1,68.00,5
1794,0,Manhattan,2,366.00,4.58
1795,1,Manhattan,5,281.00,4.72
1796,0,Manhattan,4,296.00,4.55
1797,0,Manhattan,1,56.00,3.86
1798,0,Brooklyn,2,150.00,4.75
1799,0,Manhattan,3,160.00,5
1800,0,Manhattan,2,105.00,4.59
1801,1,Brooklyn,1,112.00,4.85
1802,1,Brooklyn,2,225.00,5
1803,0,Manhattan,3,202.00,5
1804,1,Manhattan,2,314.00,4.64
1805,1,Brooklyn,2,97.00,4.8
1806,0,Manhattan,3,160.00,5
1807,0,Manhattan,3,180.00,4.67
1808,1,Manhattan,2,104.00,4.75
1809,1,Brooklyn,6,170.00,4.95
1810,0,Brooklyn,2,66.00,4.75
1811,1,Brooklyn,2,160.00,4.95
1812,0,Brooklyn,1,69.00,2
1813,0,Manhattan,6,149.00,4.45
1814,0,Manhattan,2,178.00,5
1815,0,Manhattan,3,250.00,5
1816,0,Manhattan,2,607.00,4.76
1817,1,Manhattan,3,160.00,4.88
1818,1,Brooklyn,2,250.00,4.73
1819,1,Brooklyn,2,112.00,4.9
1820,1,Brooklyn,2,265.00,4.91
1821,0,Manhattan,6,70.00,4.74
1822,0,Manhattan,5,215.00,5
1823,1,Manhattan,2,153.00,4.76
1824,1,Brooklyn,2,65.00,5
1825,1,Brooklyn,2,132.00,4.95
1826,0,Brooklyn,1,85.00,4.74
1827,1,Manhattan,2,150.00,4.79
1828,1,Brooklyn,7,524.00,4.97
1829,0,Manhattan,2,141.00,4.5
1830,1,Manhattan,4,130.00,4.6
1831,1,Brooklyn,3,220.00,5
1832,1,Brooklyn,2,183.00,4.79
1833,1,Brooklyn,5,200.00,4.95
1834,0,Brooklyn,2,180.00,4.88
1835,0,Brooklyn,2,199.00,4.67
1836,1,Manhattan,2,88.00,4.71
1837,0,Brooklyn,1,99.00,4.82
1838,0,Brooklyn,1,60.00,3.5
1839,0,Manhattan,2,423.00,4.45
1840,1,Manhattan,2,153.00,4.82
1841,0,Manhattan,4,195.00,4.25
1842,0,Manhattan,2,79.00,5
1843,1,Brooklyn,7,172.00,5
1844,0,Brooklyn,2,84.00,4.65
1845,0,Brooklyn,6,185.00,4.25
1846,1,Brooklyn,8,247.00,4.83
1847,0,Brooklyn,1,95.00,4.5
1848,0,Brooklyn,2,250.00,5
1849,0,Manhattan,2,95.00,4.53
1850,0,Manhattan,2,225.00,4.94
1851,0,Manhattan,2,96.00,4.74
1852,0,Manhattan,3,147.00,4
1853,1,Manhattan,1,150.00,4.97
1854,0,Brooklyn,3,119.00,5
1855,0,Brooklyn,2,100.00,5
1856,1,Manhattan,2,178.00,4.92
1857,0,Brooklyn,2,62.00,5
1858,0,Brooklyn,1,90.00,5
1859,0,Brooklyn,1,70.00,4.55
1860,0,Manhattan,7,445.00,4.57
1861,1,Manhattan,2,99.00,4.84
1862,0,Manhattan,3,155.00,4.5
1863,0,Manhattan,2,444.00,3.8
1864,0,Manhattan,5,600.00,5
1865,1,Manhattan,2,218.00,5
1866,1,Brooklyn,4,215.00,5
1867,1,Manhattan,3,145.00,5
1868,1,Manhattan,4,464.00,4.89
1869,0,Manhattan,6,428.00,4.57
1870,1,Manhattan,16,1495.00,5
1871,1,Brooklyn,2,335.00,5
1872,0,Brooklyn,2,62.00,5
1873,1,Manhattan,8,850.00,5
1874,1,Manhattan,2,150.00,4.87
1875,0,Manhattan,2,225.00,4.97
1876,0,Manhattan,4,206.00,4
1877,0,Brooklyn,2,62.00,4.5
1878,0,Brooklyn,5,206.00,4.73
1879,1,Manhattan,2,349.00,4.93
1880,0,Brooklyn,5,237.00,5
1881,0,Manhattan,6,541.00,4.5
1882,0,Manhattan,2,120.00,5
1883,0,Brooklyn,2,531.00,4.64
1884,0,Manhattan,1,300.00,4.75
1885,1,Manhattan,2,200.00,4.86
1886,1,Manhattan,2,124.00,4.89
1887,0,Brooklyn,1,42.00,5
1888,1,Brooklyn,2,153.00,4.91
1889,1,Brooklyn,1,75.00,4.82
1890,1,Brooklyn,2,209.00,4.86
1891,0,Brooklyn,2,62.00,4.5
1892,1,Brooklyn,1,112.00,4.84
1893,0,Manhattan,1,95.00,4.71
1894,0,Brooklyn,2,62.00,4.75
1895,0,Brooklyn,2,62.00,4.5
1896,0,Brooklyn,2,150.00,5
1897,1,Brooklyn,2,160.00,4.91
1898,1,Queens,2,110.00,4.86
1899,0,Manhattan,2,81.00,4.76
1900,0,Brooklyn,1,75.00,4.83
1901,0,Manhattan,3,197.00,1
1902,0,Brooklyn,4,440.00,5
1903,0,Manhattan,2,90.00,4.87
1904,0,Manhattan,4,331.00,4.78
1905,0,Manhattan,2,134.00,4.11
1906,1,Manhattan,3,387.00,5
1907,0,Brooklyn,4,145.00,4.92
1908,1,Manhattan,6,560.00,4.69
1909,1,Manhattan,2,200.00,4.79
1910,0,Manhattan,4,188.00,5
1911,1,Brooklyn,4,250.00,4.99
1912,0,Brooklyn,1,88.00,5
1913,1,Manhattan,1,133.00,4.78
1914,1,Brooklyn,2,121.00,4.87
1915,0,Manhattan,2,100.00,4.5
1916,1,Manhattan,1,124.00,5
1917,1,Manhattan,2,125.00,4.92
1918,1,Manhattan,4,264.00,4.7
1919,0,Manhattan,4,173.00,5
1920,0,Manhattan,2,125.00,4.8
1921,1,Brooklyn,2,85.00,5
1922,0,Manhattan,2,184.00,4.94
1923,0,Manhattan,2,180.00,4.78
1924,0,Manhattan,4,208.00,4
1925,0,Brooklyn,4,980.00,4.68
1926,0,Manhattan,6,573.00,4.79
1927,0,Manhattan,2,200.00,5
1928,1,Brooklyn,6,200.00,4.81
1929,0,Manhattan,2,350.00,5
1930,0,Brooklyn,3,225.00,4.25
1931,1,Manhattan,10,971.00,4.74
1932,1,Brooklyn,1,75.00,4.91
1933,0,Manhattan,3,170.00,5
1934,0,Manhattan,2,190.00,5
1935,0,Brooklyn,2,314.00,3
1936,1,Manhattan,2,150.00,4.94
1937,1,Manhattan,2,125.00,4.83
1938,0,Manhattan,2,430.00,4.84
1939,0,Manhattan,1,98.00,5
1940,1,Brooklyn,3,111.00,5
1941,1,Manhattan,2,115.00,4.9
1942,0,Brooklyn,2,95.00,5
1943,0,Brooklyn,2,62.00,3
1944,1,Brooklyn,1,57.00,4.9
1945,0,Brooklyn,6,49.00,4.22
1946,1,Manhattan,2,99.00,4.88
1947,1,Brooklyn,2,57.00,4.81
1948,0,Brooklyn,2,60.00,4.19
1949,0,Manhattan,9,3000.00,4.75
1950,0,Manhattan,3,164.00,5
1951,0,Manhattan,3,196.00,5
1952,1,Brooklyn,1,60.00,4.89
1953,0,Manhattan,2,200.00,4.67
1954,1,Manhattan,4,193.00,5
1955,0,Manhattan,2,199.00,4.67
1956,1,Manhattan,1,150.00,5
1957,0,Manhattan,4,507.00,5
1958,0,Manhattan,5,250.00,4.69
1959,1,Manhattan,3,155.00,5
1960,0,Manhattan,2,159.00,5
1961,1,Manhattan,2,517.00,4.75
1962,0,Manhattan,7,1178.00,4.76
1963,1,Manhattan,4,244.00,5
1964,1,Manhattan,2,218.00,4.25
1965,1,Manhattan,4,209.00,4.88
1966,0,Brooklyn,2,125.00,4
1967,0,Manhattan,2,225.00,5
1968,0,Manhattan,2,299.00,4
1969,0,Brooklyn,3,168.00,4.74
1970,1,Manhattan,2,260.00,4.99
1971,1,Brooklyn,4,160.00,5
1972,0,Brooklyn,1,172.00,4.93
1973,0,Brooklyn,2,62.00,3
1974,0,Manhattan,1,40.00,5
1975,0,Manhattan,4,180.00,4.86
1976,0,Brooklyn,2,100.00,4.36
1977,1,Brooklyn,3,125.00,4.91
1978,0,Brooklyn,1,47.00,4
1979,1,Brooklyn,5,295.00,4.71
1980,1,Manhattan,2,120.00,5
1981,0,Brooklyn,2,49.00,4.94
1982,1,Manhattan,4,140.00,5
1983,0,Manhattan,1,120.00,5
1984,0,Manhattan,3,188.00,4.75
1985,0,Brooklyn,1,41.00,5
1986,0,Manhattan,3,178.00,5
1987,1,Manhattan,1,80.00,4.7
1988,1,Manhattan,3,160.00,5
1989,0,Brooklyn,1,39.00,4.5
1990,1,Manhattan,7,560.00,4.67
1991,0,Manhattan,8,328.00,3
1992,1,Brooklyn,6,200.00,4.86
1993,0,Brooklyn,2,220.00,5
1994,1,Manhattan,1,117.00,4.5
1995,1,Manhattan,1,276.00,5
1996,0,Manhattan,3,1000.00,4.95
1997,0,Brooklyn,2,200.00,5
1998,1,Manhattan,4,244.00,4.86
1999,1,Manhattan,2,149.00,4.83
2000,1,Manhattan,2,829.00,4.83
2001,0,Manhattan,4,890.00,5
2002,0,Brooklyn,1,46.00,5
2003,1,Manhattan,2,372.00,5
2004,1,Brooklyn,8,406.00,4.86
2005,1,Manhattan,4,999.00,5
2006,0,Manhattan,2,170.00,5
2007,0,Manhattan,4,1000.00,5
2008,0,Manhattan,2,381.00,4.33
2009,1,Manhattan,6,1540.00,4.83
2010,0,Manhattan,2,100.00,4.66
2011,1,Manhattan,2,159.00,4.5
2012,1,Manhattan,2,174.00,4.67
2013,0,Manhattan,1,200.00,5
2014,0,Manhattan,7,424.00,4.68
2015,0,Manhattan,4,595.00,4.92
2016,0,Manhattan,1,195.00,5
2017,1,Manhattan,2,158.00,4.63
2018,1,Manhattan,2,468.00,5
2019,1,Manhattan,2,351.00,4.94
2020,1,Manhattan,2,212.00,4.93
2021,1,Manhattan,2,323.00,4.94
2022,0,Manhattan,4,149.00,5
2023,0,Manhattan,4,399.00,4
2024,0,Brooklyn,1,47.00,5
2025,1,Manhattan,4,193.00,4.92
2026,0,Manhattan,2,363.00,4.17
2027,0,Manhattan,5,225.00,3.75
2028,0,Manhattan,3,250.00,4.81
2029,0,Manhattan,6,175.00,5
2030,1,Manhattan,2,201.00,4.9
2031,1,Manhattan,2,245.00,4.82
2032,1,Manhattan,2,332.00,4.88
2033,1,Manhattan,3,200.00,5
2034,0,Manhattan,6,657.00,5
2035,0,Manhattan,4,300.00,4.73
2036,1,Manhattan,1,175.00,4.95
2037,0,Manhattan,1,150.00,4.97
2038,0,Manhattan,2,135.00,5
2039,0,Manhattan,2,787.00,5
2040,0,Manhattan,7,373.00,4.67
2041,1,Manhattan,2,200.00,4.97
2042,1,Manhattan,2,464.00,5
2043,1,Manhattan,4,599.00,4.9
2044,0,Manhattan,4,679.00,4.88
2045,0,Manhattan,3,138.00,4.31
2046,0,Manhattan,2,222.00,5
2047,1,Manhattan,1,126.00,5
2048,0,Manhattan,4,548.00,4.4
2049,1,Brooklyn,2,175.00,4.89
2050,0,Manhattan,2,95.00,4.82
2051,0,Manhattan,2,337.00,1
2052,1,Manhattan,4,1428.00,5
2053,1,Brooklyn,1,75.00,4.89
2054,0,Manhattan,2,170.00,5
2055,1,Manhattan,4,443.00,5
2056,1,Manhattan,4,145.00,4.89
2057,0,Manhattan,6,294.00,4.67
2058,1,Manhattan,1,150.00,5
2059,0,Manhattan,4,464.00,4.05
2060,1,Manhattan,8,229.00,5
2061,0,Manhattan,4,170.00,5
2062,0,Manhattan,2,119.00,4.63
2063,1,Manhattan,4,228.00,4.92
2064,1,Manhattan,4,279.00,4.44
2065,0,Manhattan,2,175.00,5
2066,1,Brooklyn,2,251.00,5
2067,1,Brooklyn,2,92.00,4.87
2068,1,Manhattan,1,200.00,4.89
2069,0,Manhattan,5,245.00,4.73
2070,0,Manhattan,2,189.00,5
2071,1,Queens,1,68.00,4.8
2072,1,Manhattan,8,1232.00,5
2073,0,Brooklyn,1,100.00,4.71
2074,1,Manhattan,4,979.00,5
2075,1,Brooklyn,2,235.00,5
2076,1,Brooklyn,2,195.00,4.89
2077,1,Manhattan,5,446.00,4.82
2078,1,Brooklyn,2,150.00,4.87
2079,1,Manhattan,1,360.00,4.93
2080,0,Manhattan,6,319.00,5
2081,0,Manhattan,5,367.00,4.67
2082,1,Manhattan,2,400.00,4.78
2083,1,Manhattan,1,85.00,5
2084,0,Manhattan,5,320.00,4
2085,0,Manhattan,5,164.00,4
2086,0,Manhattan,4,188.00,3.67
2087,1,Manhattan,1,135.00,5
2088,1,Manhattan,2,158.00,5
2089,0,Brooklyn,5,217.00,4
2090,0,Manhattan,4,432.00,5
2091,0,Brooklyn,12,857.00,4.92
2092,0,Manhattan,6,372.00,5
2093,0,Manhattan,4,329.00,4.88
2094,1,Manhattan,1,116.00,5
2095,0,Brooklyn,2,294.00,5
2096,0,Manhattan,4,251.00,4.53
2097,0,Manhattan,6,140.00,4.33
2098,0,Manhattan,1,218.00,5
2099,1,Manhattan,6,1032.00,4.88
2100,0,Manhattan,1,58.00,4.85
2101,1,Manhattan,2,406.00,4.7
2102,0,Manhattan,6,535.00,4.35
2103,0,Manhattan,2,274.00,4.5
2104,0,Manhattan,3,302.00,5
2105,0,Manhattan,2,350.00,4.67
2106,0,Manhattan,1,200.00,4.67
2107,0,Brooklyn,6,400.00,4.5
2108,0,Brooklyn,2,128.00,4.93
2109,1,Brooklyn,6,350.00,4.33
2110,1,Manhattan,3,145.00,4.92
2111,0,Manhattan,3,149.00,5
2112,0,Manhattan,2,155.00,4
2113,1,Manhattan,2,276.00,5
2114,0,Manhattan,1,78.00,4.82
2115,0,Manhattan,8,2000.00,4.89
2116,0,Manhattan,2,438.00,4.53
2117,1,Manhattan,2,139.00,3.83
2118,0,Manhattan,3,158.00,5
2119,0,Manhattan,1,225.00,4.33
2120,0,Manhattan,2,165.00,4.8
2121,0,Manhattan,6,416.00,4.78
2122,0,Brooklyn,6,140.00,4.76
2123,0,Brooklyn,2,199.00,5
2124,0,Manhattan,2,645.00,5
2125,1,Manhattan,2,150.00,4.94
2126,0,Brooklyn,4,140.00,4
2127,0,Queens,1,35.00,4
2128,1,Queens,4,110.00,5
2129,1,Queens,2,98.00,4.83
2130,1,Brooklyn,4,127.00,4.85
2131,1,Manhattan,2,174.00,4.9
2132,0,Manhattan,4,164.00,5
2133,1,Queens,2,88.00,4.83
2134,0,Queens,2,47.00,1
2135,0,Manhattan,2,689.00,5
2136,1,Manhattan,4,209.00,4.82
2137,0,Queens,4,110.00,4.83
2138,1,Manhattan,2,344.00,4.9
2139,1,Manhattan,4,214.00,4.62
2140,0,Manhattan,4,202.00,3
2141,0,Brooklyn,2,165.00,4.54
2142,0,Manhattan,1,201.00,4.67
2143,0,Bronx,2,130.00,5
2144,0,Queens,2,98.00,4.25
2145,1,Manhattan,5,1328.00,4.93
2146,1,Manhattan,2,324.00,4.93
2147,0,Manhattan,2,71.00,3.5
2148,1,Manhattan,4,385.00,4.97
2149,1,Manhattan,1,131.00,4.88
2150,1,Manhattan,5,995.00,5
2151,1,Manhattan,2,163.00,4.94
2152,0,Manhattan,2,200.00,5
2153,0,Brooklyn,2,165.00,5
2154,0,Manhattan,2,387.00,4
2155,1,Manhattan,1,124.00,4.57
2156,0,Manhattan,7,990.00,4
2157,1,Manhattan,4,204.00,4.9
2158,0,Manhattan,5,499.00,4.36
2159,1,Manhattan,2,145.00,5
2160,1,Manhattan,2,360.00,5
2161,0,Manhattan,7,300.00,4.53
2162,1,Manhattan,2,327.00,5
2163,0,Brooklyn,2,165.00,5
2164,1,Manhattan,3,400.00,5
2165,1,Manhattan,4,228.00,4.88
2166,0,Manhattan,2,1999.00,4.25
2167,1,Manhattan,1,75.00,5
2168,0,Manhattan,3,787.00,3.5
2169,1,Manhattan,1,94.00,4.71
2170,1,Manhattan,4,379.00,4.63
2171,0,Manhattan,2,125.00,4.87
2172,0,Brooklyn,12,299.00,4.57
2173,1,Manhattan,2,600.00,5
2174,1,Manhattan,2,214.00,4.93
2175,0,Brooklyn,2,212.00,4
2176,0,Manhattan,8,2500.00,4.86
2177,1,Queens,5,155.00,4.94
2178,1,Queens,2,139.00,4.77
2179,1,Queens,3,160.00,4.77
2180,0,Queens,2,59.00,4.77
2181,0,Brooklyn,1,70.00,4.9
2182,1,Manhattan,4,259.00,5
2183,0,Manhattan,3,189.00,4.44
2184,1,Manhattan,9,908.00,4.76
2185,0,Brooklyn,5,180.00,4.87
2186,0,Manhattan,4,599.00,4.91
2187,0,Manhattan,2,315.00,5
2188,0,Manhattan,1,201.00,1
2189,1,Brooklyn,4,150.00,5
2190,1,Queens,4,182.00,4.97
2191,1,Queens,4,143.00,4.97
2192,0,Manhattan,2,128.00,5
2193,1,Queens,7,294.00,4.92
2194,1,Brooklyn,2,110.00,4.87
2195,0,Manhattan,3,155.00,4.45
2196,1,Manhattan,4,209.00,4.78
2197,0,Queens,4,70.00,4.77
2198,0,Manhattan,2,123.00,4.64
2199,0,Manhattan,2,444.00,4.97
2200,1,Manhattan,1,114.00,5
2201,1,Manhattan,1,129.00,5
2202,0,Manhattan,2,540.00,3.5
2203,0,Manhattan,4,222.00,4.83
2204,1,Manhattan,1,116.00,5
2205,1,Manhattan,1,129.00,4.83
2206,0,Manhattan,2,585.00,4.21
2207,0,Manhattan,6,135.00,4.4
2208,1,Manhattan,2,196.00,4.9
2209,0,Brooklyn,5,98.00,4.77
2210,0,Queens,1,100.00,4.97
2211,0,Queens,2,55.00,5
2212,0,Brooklyn,1,111.00,2
2213,1,Manhattan,2,493.00,4.75
2214,1,Manhattan,4,564.00,4.94
2215,1,Manhattan,2,174.00,4.93
2216,0,Manhattan,4,388.00,4.58
2217,0,Manhattan,2,99.00,4.6
2218,1,Manhattan,3,267.00,4.83
2219,0,Queens,2,125.00,4.78
2220,1,Queens,2,91.00,4.88
2221,1,Brooklyn,2,169.00,4.89
2222,0,Manhattan,4,299.00,4
2223,0,Bronx,4,265.00,4.5
2224,0,Manhattan,3,126.00,4.76
2225,1,Manhattan,2,139.00,5
2226,0,Queens,1,50.00,5
2227,1,Brooklyn,2,90.00,4.5
2228,1,Manhattan,2,193.00,4.91
2229,1,Manhattan,8,650.00,4.71
2230,1,Manhattan,2,150.00,5
2231,1,Manhattan,4,209.00,5
2232,0,Manhattan,4,500.00,5
2233,1,Manhattan,6,485.00,5
2234,0,Manhattan,3,684.00,4.81
2235,1,Manhattan,4,417.00,3.25
2236,0,Manhattan,2,656.00,4.79
2237,0,Manhattan,4,595.00,5
2238,0,Manhattan,3,149.00,4.6
2239,0,Manhattan,4,217.00,5
2240,1,Manhattan,1,129.00,4.86
2241,0,Manhattan,5,768.00,4.76
2242,1,Brooklyn,5,144.00,4.88
2243,1,Brooklyn,2,95.00,4.96
2244,0,Manhattan,2,134.00,4.67
2245,0,Manhattan,10,589.00,4.55
2246,0,Queens,1,50.00,4.89
2247,1,Queens,3,179.00,4.87
2248,1,Manhattan,1,133.00,4.86
2249,1,Queens,2,67.00,4.86
2250,0,Manhattan,4,150.00,4.11
2251,0,Brooklyn,2,152.00,4.92
2252,1,Manhattan,2,158.00,4.91
2253,0,Manhattan,6,522.00,5
