listing_id,host_is_superhost,neighbourhood_group_cleansed,accommodates,price,review_scores_rating
522,1,Brooklyn,2,45.0,4.43
523,0,Brooklyn,10,450.0,5.0
524,0,Brooklyn,2,55.0,4.0
525,1,Manhattan,2,200.0,4.88
526,0,Manhattan,5,500.0,4.8
527,1,Manhattan,2,75.0,4.71
528,0,Manhattan,2,386.0,5.0
529,0,Manhattan,2,58.0,4.57
530,0,Manhattan,2,260.0,4.54
531,0,Brooklyn,2,125.0,4.68
532,1,Brooklyn,2,185.0,4.97
533,0,Manhattan,1,499.0,4.92
534,0,Manhattan,2,100.0,4.25
535,0,Bronx,2,32.0,5.0
536,0,Manhattan,5,515.0,5.0
537,0,Bronx,5,94.0,5.0
538,0,Staten Island,3,125.0,4.92
539,1,Manhattan,1,59.0,4.56
540,0,Queens,4,65.0,5.0
541,0,Brooklyn,4,399.0,4.66
542,0,Queens,2,46.0,4.73
543,0,Manhattan,2,75.0,3.6
544,0,Manhattan,2,75.0,4.57
545,0,Queens,3,100.0,4.59
546,0,Queens,2,70.0,4.65
547,0,Brooklyn,4,240.0,4.67
548,0,Brooklyn,2,71.0,4.81
549,0,Manhattan,2,366.0,3.0
550,1,Brooklyn,1,97.0,5.0
551,1,Brooklyn,2,79.0,4.89
552,0,Queens,2,500.0,5.0
553,1,Manhattan,4,299.0,4.77
554,0,Manhattan,6,380.0,4.24
555,0,Brooklyn,1,100.0,5.0
556,1,Brooklyn,2,300.0,4.85
557,1,Brooklyn,8,95.0,4.9
558,1,Brooklyn,2,109.0,4.88
559,1,Brooklyn,2,100.0,4.98
560,1,Brooklyn,5,195.0,5.0
561,1,Brooklyn,4,200.0,4.98
562,1,Queens,5,185.0,4.64
563,0,Manhattan,2,109.0,4.79
564,0,Brooklyn,1,45.0,4.92
565,0,Queens,4,91.0,5.0
566,1,Brooklyn,2,464.0,4.96
567,1,Staten Island,1,80.0,5.0
568,1,Brooklyn,6,268.0,4.78
